"","date.x","ag_prices","cattle","cattle_feed","census_hort","cold_stor","crop_prog_cond","dairy_prod","hop_stocks","live_slaughter","local_foods","rice_stocks","organic","ddate","date.y","geo.x","time.x","gprop.x","category","gtw_ag_prices","gtw_cattle","gtw_cattle_feed","gtw_cold_stor","gtw_crop_prog_cond","gtw_dairy_prod","gtw_hop_stocks","gtw_live_slaughter","gtw_local_foods","gtw_rice_stocks","date.x.x","geo.y","time.y","gprop.y","gtn_cattle","gtn_cold_stor","gtn_crop_prod_cond","gtn_dairy_prod","gtn_local_foods","date.y.y","red_ag_prices","red_cattle","red_census_hort","red_cert_org","red_cold_stor","red_crop_prog_cond","red_dairy_prod","red_local_foods","tdate","cattle100"
"158","06/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/7/2019",NA,6,NA,NA,NA,NA,NA,NA,2019-06-06 20:00:00,NA
"159","06/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-07 20:00:00,NA
"160","06/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-09,"6/9/2019","US","2018-11-01 2020-11-01","web",0,NA,70,1,79,15,81,NA,3,3,4,"6/9/2019","US","2018-11-01 2020-11-01","news",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-08 20:00:00,NA
"161","06/10/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-09 20:00:00,NA
"162","06/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-10 20:00:00,NA
"163","06/12/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/12/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-06-11 20:00:00,NA
"164","06/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-12 20:00:00,NA
"165","06/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-13 20:00:00,NA
"166","06/15/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14 20:00:00,NA
"167","06/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-16,"6/16/2019","US","2018-11-01 2020-11-01","web",0,NA,70,4,72,10,65,NA,NA,2,1,"6/16/2019","US","2018-11-01 2020-11-01","news",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-15 20:00:00,NA
"168","06/17/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-16 20:00:00,NA
"169","06/18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17 20:00:00,NA
"170","06/19/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-18 20:00:00,NA
"171","06/20/19",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19 20:00:00,NA
"172","06/21/19",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20 20:00:00,NA
"173","06/22/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-21 20:00:00,NA
"174","06/23/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-23,"6/23/2019","US","2018-11-01 2020-11-01","web",0,NA,72,2,71,10,54,NA,2,2,1,"6/23/2019","US","2018-11-01 2020-11-01","news",NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22 20:00:00,NA
"175","06/24/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-23 20:00:00,NA
"176","06/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-24 20:00:00,NA
"177","06/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-25 20:00:00,NA
"178","06/27/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-26 20:00:00,NA
"179","06/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2019-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-27 20:00:00,NA
"180","06/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-28 20:00:00,NA
"181","06/30/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-30,"6/30/2019","US","2018-11-01 2020-11-01","web",0,NA,70,1,59,4,48,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/30/2019",NA,9,NA,NA,NA,NA,NA,NA,2019-06-29 20:00:00,NA
"182","07/01/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-30 20:00:00,NA
"183","07/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-01 20:00:00,NA
"184","07/03/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/3/2019",NA,14,NA,NA,NA,NA,NA,NA,2019-07-02 20:00:00,NA
"185","07/04/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/4/2019",NA,12250,NA,NA,NA,NA,NA,NA,2019-07-03 20:00:00,NA
"186","07/05/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/5/2019",NA,601,NA,NA,NA,NA,NA,NA,2019-07-04 20:00:00,NA
"187","07/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/6/2019",NA,200,NA,NA,NA,NA,NA,NA,2019-07-05 20:00:00,NA
"188","07/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-07,"7/7/2019","US","2018-11-01 2020-11-01","web",0,NA,73,1,100,8,60,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/7/2019",NA,21,NA,NA,NA,NA,NA,NA,2019-07-06 20:00:00,NA
"189","07/08/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/8/2019",NA,15,NA,NA,NA,NA,NA,NA,2019-07-07 20:00:00,NA
"190","07/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/9/2019",NA,52,NA,NA,NA,NA,NA,NA,2019-07-08 20:00:00,NA
"191","07/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/10/2019",NA,36,NA,NA,NA,NA,NA,NA,2019-07-09 20:00:00,NA
"192","07/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-10 20:00:00,NA
"193","07/12/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-11 20:00:00,NA
"194","07/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/13/2019",NA,6,NA,NA,NA,NA,NA,NA,2019-07-12 20:00:00,NA
"195","07/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-14,"7/14/2019","US","2018-11-01 2020-11-01","web",0,NA,72,4,77,6,57,NA,3,2,2,"7/14/2019","US","2018-11-01 2020-11-01","news",45,NA,NA,NA,NA,"7/14/2019",NA,9,NA,NA,NA,NA,NA,NA,2019-07-13 20:00:00,NA
"196","07/15/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/15/2019",NA,11,NA,NA,NA,NA,NA,NA,2019-07-14 20:00:00,NA
"197","07/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/16/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-07-15 20:00:00,NA
"198","07/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-16 20:00:00,NA
"199","07/18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-17 20:00:00,NA
"200","07/19/19",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-18 20:00:00,100
"201","07/20/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/20/2019",NA,8,NA,NA,NA,NA,NA,NA,2019-07-19 20:00:00,NA
"202","07/21/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-21,"7/21/2019","US","2018-11-01 2020-11-01","web",0,NA,70,2,70,1,54,NA,NA,2,1,"7/21/2019","US","2018-11-01 2020-11-01","news",30,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-20 20:00:00,NA
"203","07/22/19",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/22/2019",NA,5,NA,NA,NA,NA,NA,NA,2019-07-21 20:00:00,NA
"204","07/23/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/23/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-07-22 20:00:00,NA
"205","07/24/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-23 20:00:00,NA
"206","07/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/25/2019",NA,12,NA,8,NA,NA,NA,NA,2019-07-24 20:00:00,NA
"207","07/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/26/2019",NA,2,NA,12,NA,NA,NA,NA,2019-07-25 20:00:00,NA
"208","07/27/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/27/2019",NA,1,NA,1,NA,NA,NA,NA,2019-07-26 20:00:00,NA
"209","07/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-28,"7/28/2019","US","2018-11-01 2020-11-01","web",0,NA,80,1,67,4,56,NA,4,2,1,"7/28/2019","US","2018-11-01 2020-11-01","news",30,76,NA,NA,NA,"7/28/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-07-27 20:00:00,NA
"210","07/29/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-28 20:00:00,NA
"211","07/30/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/30/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-07-29 20:00:00,NA
"212","07/31/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-30 20:00:00,NA
"213","08/01/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-31 20:00:00,NA
"214","08/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-01 20:00:00,NA
"215","08/03/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-02 20:00:00,NA
"216","08/04/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-04,"8/4/2019","US","2018-11-01 2020-11-01","web",0,NA,74,1,80,4,56,2,NA,2,1,"8/4/2019","US","2018-11-01 2020-11-01","news",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-03 20:00:00,NA
"217","08/05/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-04 20:00:00,NA
"218","08/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/6/2019",NA,8,NA,NA,NA,NA,NA,NA,2019-08-05 20:00:00,NA
"219","08/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-06 20:00:00,NA
"220","08/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-07 20:00:00,NA
"221","08/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-08 20:00:00,NA
"222","08/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-09 20:00:00,NA
"223","08/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-11,"8/11/2019","US","2018-11-01 2020-11-01","web",0,NA,80,2,87,5,54,2,4,2,NA,"8/11/2019","US","2018-11-01 2020-11-01","news",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-10 20:00:00,NA
"224","08/12/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-11 20:00:00,NA
"225","08/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-12 20:00:00,NA
"226","08/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-13 20:00:00,NA
"227","08/15/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-14 20:00:00,NA
"228","08/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-15 20:00:00,NA
"229","08/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-16 20:00:00,NA
"230","08/18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-18,"8/18/2019","US","2018-11-01 2020-11-01","web",0,NA,85,4,63,5,57,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-17 20:00:00,NA
"231","08/19/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/19/2019",NA,10,NA,NA,NA,NA,NA,NA,2019-08-18 20:00:00,NA
"232","08/20/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/20/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-08-19 20:00:00,NA
"233","08/21/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/21/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-08-20 20:00:00,NA
"234","08/22/19",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2019-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-21 20:00:00,NA
"235","08/23/19",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2019-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-22 20:00:00,NA
"236","08/24/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-23 20:00:00,NA
"237","08/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-25,"8/25/2019","US","2018-11-01 2020-11-01","web",0,NA,80,2,76,4,64,NA,4,2,NA,"8/25/2019","US","2018-11-01 2020-11-01","news",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-24 20:00:00,NA
